,Name,char,seiyuu
32871,Monster Musume no Iru Nichijou, Suu , Mayuka Nomura
32872,Monster Musume no Iru Nichijou, Doppel , Saori Oonishi
32873,Monster Musume no Iru Nichijou, Lala , Ai Kakuma
32878,Princess Nine,Hiroki Takasugi , Takehito Koyasu
32879,Princess Nine, Izumi Himuro , Mami Kingetsu
32880,Princess Nine, Ryo Hayakawa , Miki Nagasawa
32881,Princess Nine, Hikaru Yoshimoto , Nao Nagasawa
32882,Princess Nine, Kanako Mita , Rumi Kasahara
32883,Princess Nine, Keiko Himuro , Yoshiko Sakakibara
32884,Princess Nine, Koharu Hotta , Akiko Yajima
32885,Princess Nine, Mao Daioji , Kokoro Shindou
32892,Karas,Nue , Keiji Fujiwara
32893,Karas, Yousuke Otoha , Toshihiro Wada
32894,Karas, Amefuriko , Etsuko Kozakura
32895,Karas, Eko Hoshunin , Takahiro Sakurai
32896,Karas, Kure Narumi , Hiroto Torihata
32897,Karas, Yurine , Kasumi Suzuki
32908,The Strongest Sage with the Weakest Crest,Alma Lepucius , Haruka Shiraishi
32909,The Strongest Sage with the Weakest Crest, Iris , Shiori Izawa
32910,The Strongest Sage with the Weakest Crest, Lurie Abendroth , Sayumi Suzushiro
32911,The Strongest Sage with the Weakest Crest, Matthias Hildesheimer , Nina Tamaki
32913,The Strongest Sage with the Weakest Crest, Devilius , Nobuhiko Okamoto
32921,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back,Hiroshi Nohara , Keiji Fujiwara
32922,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Misae Nohara , Miki Narahashi
32923,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Shinnosuke Nohara , Akiko Yajima
32924,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Bo , Chie Satou
32925,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Masao Sato , Mie Suzuki
32926,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Nene Sakurada , Tamao Hayashi
32927,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Shiro , Mari Mashiba
32928,Crayon Shin-chan Movie 9: The Adult Empire Strikes Back, Tooru Kazama , Mari Mashiba
32949,Cardfight!! Vanguard: Link Joker,Aichi Sendou , Tsubasa Yonaga
32950,Cardfight!! Vanguard: Link Joker, Kourin Tatsunagi , Suzuko Mimori
32951,Cardfight!! Vanguard: Link Joker, Misaki Tokura , Izumi Kitta
32952,Cardfight!! Vanguard: Link Joker, Naoki Ishida , Tooru Nara
32953,Cardfight!! Vanguard: Link Joker, Shingo Komoi , Hiroyuki Yoshino
32954,Cardfight!! Vanguard: Link Joker, Akari Yotsue , Sayuri Yahagi
32955,Cardfight!! Vanguard: Link Joker, Eiji Saga , Kumiko Higa
32956,Cardfight!! Vanguard: Link Joker, Emi Sendou , Atsuko Enomoto
32960,Vandread,Bart Garsus , Tomokazu Seki
32961,Vandread, Dita Liebely , Yumi Kakazu
32962,Vandread, Hibiki Tokai , Hiroyuki Yoshino
32963,Vandread, Jura Basil Elden , Yuu Asakawa
32964,Vandread, Meia Gisborn , Fumiko Orikasa
32965,Vandread, Barnette Orangello , Michiko Neya
32966,Vandread, Buzam A. Calessa , Yoko Soumi
32967,Vandread, Duelo Mcfile , Hideki Tasaka
32975,WATATEN! an Angel Flew Down to Me Special,Hana Shirosaki , Maria Sashide
32976,WATATEN! an Angel Flew Down to Me Special, Hinata Hoshino , Rika Nagae
32977,WATATEN! an Angel Flew Down to Me Special, Miyako Hoshino , Reina Ueda
32978,WATATEN! an Angel Flew Down to Me Special, Noa Himesaka , Akari Kitou
32979,WATATEN! an Angel Flew Down to Me Special, Chizuru Hoshino , Ami Koshimizu
32980,WATATEN! an Angel Flew Down to Me Special, Kouko Matsumoto , Lynn
32981,WATATEN! an Angel Flew Down to Me Special, Kanon Konomori , Naomi Oozora
32982,WATATEN! an Angel Flew Down to Me Special, Koyori Tanemura , Hitomi Ohwada
32985,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Ichirouta Kazemaru , Yuka Nishigaki
32986,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Mamoru Endou , Junko Takeuchi
32987,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Shuuya Gouenji , Hirofumi Nojima
32988,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Baddap Sleed , Hiroshi Kamiya
32989,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Heigoro Kabeyama , Megumi Tano
32990,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Kakeru Megane , Nanae Katou
32991,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Kanon Endou , Junko Takeuchi
32992,Inazuma Eleven: Saikyou Gundan Ogre Shuurai, Kuusuke Matsuno , Yuki Kodaira
33001,Scrapped Princess,Pacifica Casull , Fumiko Orikasa
33002,Scrapped Princess, Raquel Casull , Sayaka Oohara
33003,Scrapped Princess, Shannon Casull , Shinichirou Miki
33004,Scrapped Princess, Baroness Bairach , Yukari Nozawa
33005,Scrapped Princess, Celia Mauser , Fumiko Orikasa
33006,Scrapped Princess, Christopher Armalite , Takahiro Mizushima
33007,Scrapped Princess, Cz , Tomoe Hanba
33008,Scrapped Princess, Fulle , Katsuyuki Konishi
33017,Amanchu! The Story of the Promised Summer and New Memories,Akane Mizunashi , Erino Hazuki
33018,Amanchu! The Story of the Promised Summer and New Memories, Chizuru Himeno , Chiwa Saitou
33019,Amanchu! The Story of the Promised Summer and New Memories, Futaba Ooki , Ai Kayano
33020,Amanchu! The Story of the Promised Summer and New Memories, Hikari Kohinata , Eri Suzuki
33021,Amanchu! The Story of the Promised Summer and New Memories, Aria , Yurika Kubo
33022,Amanchu! The Story of the Promised Summer and New Memories, Mato Katori , Shizuka Itou
33023,Amanchu! The Story of the Promised Summer and New Memories, Ai Ninomiya , Saori Oonishi
33024,Amanchu! The Story of the Promised Summer and New Memories, Kino Kohinata , Kikuko Inoue
33026,Demon King Daimao,Akuto Sai , Takashi Kondou
33027,Demon King Daimao, Fujiko Etou , Shizuka Itou
33028,Demon King Daimao, Hiroshi Miwa , Tsubasa Yonaga
33029,Demon King Daimao, Junko Hattori , Youko Hikasa
33030,Demon King Daimao, Keena Soga , Aki Toyosaki
33031,Demon King Daimao, Korone , Aoi Yuuki
33032,Demon King Daimao, Bouichirou Yamato , Tarusuke Shingaki
33033,Demon King Daimao, Eiko Teruya , Haruka Tomatsu
33055,Selector Spread WIXOSS,Hitoe Uemura , Ai Kayano
33056,Selector Spread WIXOSS, Ruuko Kominato , Ai Kakuma
33057,Selector Spread WIXOSS, Yuzuki Kurebayashi , Ayane Sakura
33058,Selector Spread WIXOSS, Akira Aoi , Chinatsu Akasaki
33059,Selector Spread WIXOSS, Chiyori , Mako Morino
33060,Selector Spread WIXOSS, Eldora , Satomi Arai
33061,Selector Spread WIXOSS, Iona Urasoe , Asami Seto
33062,Selector Spread WIXOSS, Mayu , Risa Taneda
33070,Tari Tari,Konatsu Miyamoto , Asami Seto
33071,Tari Tari, Sawa Okita , Saori Hayami
33072,Tari Tari, Taichi Tanaka , Nobunaga Shimazaki
33073,Tari Tari, Wakana Sakai , Ayahi Takagaki
33074,Tari Tari, Wien , Natsuki Hanae
33075,Tari Tari, Mahiru Sakai , Sayaka Oohara
33076,Tari Tari, Shiho Okita , Mamiko Noto
33077,Tari Tari, Tomoko Takahashi , Akiko Kimura
33086,Aria the Animation,Aika S. Granzchesta , Chiwa Saitou
33087,Aria the Animation, Akari Mizunashi , Erino Hazuki
33088,Aria the Animation, Alice Carroll , Ryou Hirohashi
33089,Aria the Animation, President Aria , Chinami Nishimura
33090,Aria the Animation, Akira E. Ferrari , Junko Minagawa
33091,Aria the Animation, Alicia Florence , Sayaka Oohara
33092,Aria the Animation, Athena Glory , Tomoko Kawakami
33093,Aria the Animation, Agatha , Akemi Okamura
33110,Yoru no Kuni,Chiya , Misaki Kuno
33111,Yoru no Kuni, Hina , Eriko Matsui
33112,Yoru no Kuni, Kotoko , Wakana Maruoka
33113,Yoru no Kuni, Tsumugi ,  Emi Nitta
33114,Yoru no Kuni, Yoru , Junichi Suwabe
33123,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,Emi , Mayumi Shou
33124,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater, Estelle , Hiromi Tsuru
33125,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater, Minoa ,  Chieko Honda
33126,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater, Sachiko , Yumi Touma
33127,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater, Salk , Tooru Furuya
33128,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater, Yoshiko , Maria Kawamura
33135,Please Teacher,Kei Kusanagi , Souichirou Hoshi
33136,Please Teacher, Mizuho Kazami , Kikuko Inoue
33137,Please Teacher, Hyosuke Magumo , Mitsuo Iwata
33138,Please Teacher, Ichigo Morino , Yukari Tamura
33139,Please Teacher, Kaede Misumi , Sayaka Oohara
33140,Please Teacher, Koishi Herikawa , Ayako Kawasumi
33141,Please Teacher, Konoha Edajima , Rei Sakuma
33142,Please Teacher, Matagu Shidou , Hiroaki Miura
33151,Mr. Osomatsu: Virgin Hero,Choromatsu Matsuno , Hiroshi Kamiya
33152,Mr. Osomatsu: Virgin Hero, Ichimatsu Matsuno , Jun Fukuyama
33153,Mr. Osomatsu: Virgin Hero, Jyushimatsu Matsuno , Daisuke Ono
33154,Mr. Osomatsu: Virgin Hero, Karamatsu Matsuno , Yuuichi Nakamura
33155,Mr. Osomatsu: Virgin Hero, Osomatsu Matsuno , Takahiro Sakurai
33156,Mr. Osomatsu: Virgin Hero, Todomatsu Matsuno , Miyu Irino
33158,Kuromukuro,Kennosuke Tokisada Ouma , Youhei Azakami
33159,Kuromukuro, Yukina Shirahane , M.A.O.
33160,Kuromukuro, Graham , Katsuyuki Konishi
33161,Kuromukuro, Hiromi Shirahane , Kanako Toujo
33162,Kuromukuro, Jose Carlos Takasuka , Shunsuke Takeuchi
33163,Kuromukuro, Jundai Kayahara , Yusuke Kobayashi
33164,Kuromukuro, Mika Ogino , Asami Seto
33165,Kuromukuro, Mirasa , Yuina Yamada
33170,Dragon Pilot: Hisone & Masotan,Hisone Amakasu , Misaki Kuno
33171,Dragon Pilot: Hisone & Masotan, Eru Hoshino ,  Maki Kawase
33172,Dragon Pilot: Hisone & Masotan, Haruto Okonogi , Yuuki Kaji
33173,Dragon Pilot: Hisone & Masotan, Masotan , Matsunojou Kanda
33174,Dragon Pilot: Hisone & Masotan, Mayumi Hitomi , Kaori Nazuka
33175,Dragon Pilot: Hisone & Masotan, Nao Kaizaki , Tomoyo Kurosawa
33176,Dragon Pilot: Hisone & Masotan, Ririko Kinutsugai , Satomi Arai
33177,Dragon Pilot: Hisone & Masotan, Yutaka Zaito , Yukitoshi Tokumoto
33186,I'm From Japan,Hide , Wataru Hatano
33187,I'm From Japan, Japan Hinomoto , Minami Takayama
33188,I'm From Japan, Tokio Abiko , Koutarou Nishiyama
33189,I'm From Japan, Komachi Yuze , Reina Ueda
33190,I'm From Japan, Masurao Kikuchi , Tesshou Genda
33191,I'm From Japan, Nao Kayahara , Emiri Katou
33196,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Dororo , Takeshi Kusao
33197,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Fuyuki Hinata , Tomoko Kawakami
33198,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Giroro , Jouji Nakata
33199,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Keroro , Kumiko Watanabe
33200,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Kururu , Takehito Koyasu
33201,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Natsumi Hinata , Chiwa Saitou
33202,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Tamama , Etsuko Kozakura
33203,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!, Aki Hinata , Akiko Hiramatsu
33211,Gleipnir,Clair Aoki , Nao Touyama
33212,Gleipnir, Shuichi Kagaya , Natsuki Hanae
33213,Gleipnir, Alien , Takahiro Sakurai
33214,Gleipnir, Chihiro Yoshioka , Kana Ichinose
33215,Gleipnir, Elena Aoki , Kana Hanazawa
33216,Gleipnir, Ikeuchi , Shouya Chiba
33217,Gleipnir, Isao Kusaga , Kazutomi Yamamoto
33218,Gleipnir, Miku Aihara , Hisako Kanemoto
33227,Future Card Buddyfight Ace,Yuga Mikaido , Takumi Mano
33228,Future Card Buddyfight Ace, Gargantua Dragon , Tetsu Inada
33229,Future Card Buddyfight Ace, Haru Mikado , Rimi Nishimoto
33230,Future Card Buddyfight Ace, Masato Rikuo , Shuuta Morishima
33231,Future Card Buddyfight Ace, Miko Mikono , Ayasa Itou
33232,Future Card Buddyfight Ace, Ranma Kakogawa , Kei Shindou
33233,Future Card Buddyfight Ace, Subaru Hoshiyomi , Daiki Kobayashi
33234,Future Card Buddyfight Ace, Amaterasu , Aimi
33241,Daa! Daa! Daa!,Kanata Saionji , Yuuko Sanpei
33242,Daa! Daa! Daa!, Miyu Kouzuki , Kaori Nazuka
33243,Daa! Daa! Daa!, Ruu , Mika Kanai
33244,Daa! Daa! Daa!, Wannyaa , Chiemi Chiba
33245,Daa! Daa! Daa!, Aya Konishi , Atsuko Enomoto
33246,Daa! Daa! Daa!, Christine Hanakomachi , Haruna Ikezawa
33247,Daa! Daa! Daa!, Mikan Yamamura , Mika Kanai
33248,Daa! Daa! Daa!, Mizuki Yamamura , Chihiro Suzuki
33257,Revue Starlight,Hikari Kagura , Suzuko Mimori
33258,Revue Starlight, Karen Aijou , Momoyo Koyama
33259,Revue Starlight, Mahiru Tsuyuzaki , Haruki Iwata
33260,Revue Starlight, Claudine Saijou , Aina Aiba
33261,Revue Starlight, Futaba Isurugi , Teru Ikuta
33262,Revue Starlight, Junna Hoshimi , Hinata Satou
33263,Revue Starlight, Kaoruko Hanayagi , Ayasa Itou
33264,Revue Starlight, Maya Tendou , Maho Tomita
33273,PriPara,Laala Manaka , Himika Akaneya
33274,PriPara, Mirei Minami , Yuu Serizawa
33275,PriPara, Sophy Houjo , Miyu Kubota
33276,PriPara, Cosmo Houjou , Nozomi Yamamoto
33277,PriPara, Dorothy West , Azuki Shibuya
33278,PriPara, Gloria Ookanda , Urara Takano
33279,PriPara, Himeka Manaka , Rei Sakuma
33280,PriPara, Janko , Chinatsu Akasaki
33291,Marmalade Boy Movie, Meiko Akizuki , Wakana Yamazaki
33292,Marmalade Boy Movie, Miki Koishikawa , Mariko Kouda
33293,Marmalade Boy Movie, Yuu Matsuura , Ryotaro Okiayu
33294,Marmalade Boy Movie, Chiyako Matsuura , Hiroko Emori
33295,Marmalade Boy Movie, Takuji Kijima , Ken Yamaguchi
33303,Little Nemo: Adventures in Slumberland,Icarus , Danny Mann
33304,Little Nemo: Adventures in Slumberland, Nemo , Urara Takano
33305,Little Nemo: Adventures in Slumberland, Bon Bon , Sherry Lynn
33306,Little Nemo: Adventures in Slumberland, Flip , Chikao Ohtsuka
33307,Little Nemo: Adventures in Slumberland, King Morpheus , Kenji Utsumi
33308,Little Nemo: Adventures in Slumberland, Oomp , Keiichi Nanba
33309,Little Nemo: Adventures in Slumberland, Oompa , Hiroshi Otake
33310,Little Nemo: Adventures in Slumberland, Oompe , Kozo Shioya
33315,C: The Money of Soul and Possibility Control,Kimimaro Yoga , Kouki Uchiyama
33316,C: The Money of Soul and Possibility Control, Msyu , Haruka Tomatsu
33317,C: The Money of Soul and Possibility Control, Hanabi Ikuta ,  Yui Makino
33318,C: The Money of Soul and Possibility Control, Itaneda , Yuuji Mitsuya
33319,C: The Money of Soul and Possibility Control, Jennifer Satou , Mayumi Asano
33320,C: The Money of Soul and Possibility Control, Kakazuzu , Shuusaku Shirakawa
33321,C: The Money of Soul and Possibility Control, Masakaki , Takahiro Sakurai
33322,C: The Money of Soul and Possibility Control, Q , Saori Gotou
33331,Shirahata no Shoujo Ryuuko,Elder , Koujirou Kusanagi
33332,Shirahata no Shoujo Ryuuko, Kouta , Takumi Nishio
33333,Shirahata no Shoujo Ryuuko, Mother , Tomoko Munakata
33334,Shirahata no Shoujo Ryuuko, Narration , Tomoko Naraoka
33335,Shirahata no Shoujo Ryuuko, Ryuuko , Yuriko Fuchizaki
33344,D-Frag! OVA,Kenji Kazama , Katsuyuki Konishi
33345,D-Frag! OVA, Noe Kazama , Emiri Katou
33346,D-Frag! OVA, Sakura Mizukami , Mikako Takahashi
33347,D-Frag! OVA, Chitose Karasuyama , Chiwa Saitou
33348,D-Frag! OVA, Roka Shibasaki , Kana Hanazawa
33349,D-Frag! OVA, Takao'S Mother , Ryouka Yuzuki
33351,D-Frag! OVA, Shawn Conecone , Jouji Nakata
33369,Shouwa Ahozoushi Akanuke Ichiban!,Child , Minako Arakawa
33370,Shouwa Ahozoushi Akanuke Ichiban!, Chizuru , Minako Arakawa
33371,Shouwa Ahozoushi Akanuke Ichiban!, Grandpa , Shigeru Nakahara
33372,Shouwa Ahozoushi Akanuke Ichiban!, Hikarikin , Tesshou Genda
33373,Shouwa Ahozoushi Akanuke Ichiban!, Ichiro , Roko Takizawa
33374,Shouwa Ahozoushi Akanuke Ichiban!, Koujirou , Minako Arakawa
33375,Shouwa Ahozoushi Akanuke Ichiban!, Man , Issei Nimata
33376,Shouwa Ahozoushi Akanuke Ichiban!, Okayo , Yoshino Takamori
33385,The Asterisk War,Ayato Amagiri , Atsushi Tamaru
33386,The Asterisk War, Julis-Alexia Von Riessfeld , Ai Kakuma
33387,The Asterisk War, Camilla Pareto , Mutsumi Tamura
33388,The Asterisk War, Claudia Enfield , Nao Touyama
33389,The Asterisk War, Dirk Eberwein , Tomokazu Sugita
33390,The Asterisk War, Eishirou Yabuki , Yuuma Uchida
33391,The Asterisk War, Ernesta Kuhne , Chinatsu Akasaki
33392,The Asterisk War, Irene Urzaiz , Yumi Uchiyama
33396,Magimoji Rurumo: The Conclusion,Kouta Shibaki , Makoto Takahashi
33397,Magimoji Rurumo: The Conclusion, Rurumo , Suzuko Mimori
33398,Magimoji Rurumo: The Conclusion, Chiro , Misato Fukuen
33399,Magimoji Rurumo: The Conclusion, Senpai , Junji Majima
33409,Saki: The Nationals,Hisa Takei , Shizuka Itou
33410,Saki: The Nationals, Mako Someya , Ryouko Shiraishi
33411,Saki: The Nationals, Nodoka Haramura , Ami Koshimizu
33412,Saki: The Nationals, Saki Miyanaga , Kana Ueda
33413,Saki: The Nationals, Yuki Kataoka , Rie Kugimiya
33414,Saki: The Nationals, Hatsumi Usuzumi , Ayumi Tsuji
33415,Saki: The Nationals, Hiroe Atago , Satsumi Matsuda
33416,Saki: The Nationals, Kasumi Iwato , Sayaka Oohara
33421,Nitaboh: Tsugaru Shamisen Shiso Gaibun,Nitaro , Takateru Murata
33422,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Itako , Ikuko Tani
33423,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Kengyo , Yousuke Naka
33424,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Kikunosuke , Tomohiko Imai
33425,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Okinu , Yae
33426,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Omatsu , Yoshie Yamamoto
33427,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Osyo , Rokuro Naya
33428,Nitaboh: Tsugaru Shamisen Shiso Gaibun, Santaro , Akio Ootsuka
33435,La Corda D'Oro ~Primo Passo~ A Summer Encore,Azuma Yunoki , Daisuke Kishio
33436,La Corda D'Oro ~Primo Passo~ A Summer Encore, Kahoko Hino , Reiko Takagi
33437,La Corda D'Oro ~Primo Passo~ A Summer Encore, Keiichi Shimizu , Jun Fukuyama
33438,La Corda D'Oro ~Primo Passo~ A Summer Encore, Len Tsukimori , Kishou Taniyama
33439,La Corda D'Oro ~Primo Passo~ A Summer Encore, Ryoutarou Tsuchiura , Kentarou Itou
33440,La Corda D'Oro ~Primo Passo~ A Summer Encore, Shoko Fuyuumi , Akemi Satou
33441,La Corda D'Oro ~Primo Passo~ A Summer Encore, Kazuki Hihara , Masakazu Morita
33445,Berserk (2017),Guts , Hiroaki Iwanaga
33446,Berserk (2017), Casca , Toa Yukinari
33447,Berserk (2017), Evarella , Satomi Arai
33448,Berserk (2017), Farnese De Vandimion , Youko Hikasa
33449,Berserk (2017), Isidro , Hiro Shimono
33450,Berserk (2017), Puck , Kaoru Mizuhara
33451,Berserk (2017), Schierke , Chiwa Saitou
33452,Berserk (2017), Serpico , Kazuyuki Okitsu
33461,Tales of the Abyss,Anise Tatlin , Haruko Momoi
33462,Tales of the Abyss, Guy Cecil , Yasunori Matsumoto
33463,Tales of the Abyss, Jade Curtis , Takehito Koyasu
33464,Tales of the Abyss, Luke Fon Fabre , Chihiro Suzuki
33465,Tales of the Abyss, Natalia Luzu Kimlasca-Lanvaldear , Michiko Neya
33466,Tales of the Abyss, Tear Grants , Yukana
33467,Tales of the Abyss, Arietta , Satsuki Yukino
33468,Tales of the Abyss, Asch , Chihiro Suzuki
33477,Chaika: The Coffin Princess - Avenging Battle,Akari Acura , Yuuko Hara
33478,Chaika: The Coffin Princess - Avenging Battle, Chaika Trabant , Chika Anzai
33479,Chaika: The Coffin Princess - Avenging Battle, Toru Acura , Junji Majima
33480,Chaika: The Coffin Princess - Avenging Battle, Chaika Bohdan , Saeko Zougou
33481,Chaika: The Coffin Princess - Avenging Battle, David , Kiyoshi Katsunuma
33482,Chaika: The Coffin Princess - Avenging Battle, Frederica , Chiwa Saitou
33483,Chaika: The Coffin Princess - Avenging Battle, Leonardo Stola , Kazutomi Yamamoto
33484,Chaika: The Coffin Princess - Avenging Battle, Nikolai Avtotor , Kensuke Satou
33489,Ground Control to Psychoelectric Girl: The Nighttime Sun,Makoto Niwa , Miyu Irino
33490,Ground Control to Psychoelectric Girl: The Nighttime Sun, Erio Touwa , Asuka Oogame
33491,Ground Control to Psychoelectric Girl: The Nighttime Sun, Maekawa , Mai Fuchigami
33492,Ground Control to Psychoelectric Girl: The Nighttime Sun, Ryuuko Mifune , Emiri Katou
33493,Ground Control to Psychoelectric Girl: The Nighttime Sun, Yashiro Hoshimiya , Yuka Iguchi
33499,Tokyo 24th Ward,Koki Suido , Kaito Ishikawa
33500,Tokyo 24th Ward, Ran Akagi , Yuuma Uchida
33501,Tokyo 24th Ward, Shuta Aoi , Junya Enoki
33502,Tokyo 24th Ward, Mari Sakuragi , Yui Makino
33503,Tokyo 24th Ward, Asumi Suido , Manaka Iwami
33505,Tokyo 24th Ward, Gori Suido , Taiten Kusunoki
33506,Tokyo 24th Ward, Hiroki Shirakaba , Youji Ueda
33520,Lupin III,Arsene Lupin Iii , Yasuo Yamada
33521,Lupin III, Daisuke Jigen , Kiyoshi Kobayashi
33522,Lupin III, Fujiko Mine , Yukiko Nikaido
33523,Lupin III, Goemon Ishikawa Xiii , Chikao Ohtsuka
33524,Lupin III, Koichi Zenigata , Goro Naya
33525,Lupin III, Beaver , Akira Kimura
33526,Lupin III, Catherine Martin , Eiko Masuyama
33527,Lupin III, Dr. Heinlein , Koichi Chiba
33548,Dareka no Manazashi,Aya Okamura , Satomi Hanamura
33549,Dareka no Manazashi, Kouji Okamura , Shinji Ogawa
33550,Dareka no Manazashi, Mii-San , Fumi Hirano
33554,Chaika: The Coffin Princess,Akari Acura , Yuuko Hara
33555,Chaika: The Coffin Princess, Chaika Trabant , Chika Anzai
33556,Chaika: The Coffin Princess, Toru Acura , Junji Majima
33557,Chaika: The Coffin Princess, Alberic Gillet , Yoshimasa Hosoya
33558,Chaika: The Coffin Princess, Frederica , Chiwa Saitou
33559,Chaika: The Coffin Princess, Layla , Yui Makino
33560,Chaika: The Coffin Princess, Leonardo Stola , Kazutomi Yamamoto
33561,Chaika: The Coffin Princess, Mateus Callaway , Shuuta Morishima
33568,"Love, Chunibyo & Other Delusions! Lite",Rikka Takanashi , Maaya Uchida
33569,"Love, Chunibyo & Other Delusions! Lite", Yuuta Togashi , Jun Fukuyama
33570,"Love, Chunibyo & Other Delusions! Lite", Kumin Tsuyuri , Azumi Asakura
33571,"Love, Chunibyo & Other Delusions! Lite", Kuzuha Togashi , Kaori Fukuhara
33572,"Love, Chunibyo & Other Delusions! Lite", Sanae Dekomori , Sumire Uesaka
33573,"Love, Chunibyo & Other Delusions! Lite", Shinka Nibutani , Chinatsu Akasaki
33574,"Love, Chunibyo & Other Delusions! Lite", Yumeha Togashi , Mami Shitara
33575,"Love, Chunibyo & Other Delusions! Lite", Chimaera , Kanae Oki
33577,Yu Yu Hakusho The Movie: Poltergeist Report,Hiei , Nobuyuki Hiyama
33578,Yu Yu Hakusho The Movie: Poltergeist Report, Hinageshi , Chisa Yokoyama
33579,Yu Yu Hakusho The Movie: Poltergeist Report, Kazuma Kuwabara , Shigeru Chiba
33580,Yu Yu Hakusho The Movie: Poltergeist Report, Yakumo , Hirotaka Suzuoki
33581,Yu Yu Hakusho The Movie: Poltergeist Report, Yoko Kurama , Megumi Ogata
33582,Yu Yu Hakusho The Movie: Poltergeist Report, Yusuke Urameshi , Nozomu Sasaki
33583,Yu Yu Hakusho The Movie: Poltergeist Report, Botan , Sanae Miyuki
33584,Yu Yu Hakusho The Movie: Poltergeist Report, Koenma , Mayumi Tanaka
33593,She and Her Cat,Chobi , Makoto Shinkai
33594,She and Her Cat, She , Mika Shinohara
33597,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,Hazuki Katou , Ayaka Asai
33598,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Kumiko Oumae , Tomoyo Kurosawa
33599,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Reina Kousaka , Chika Anzai
33600,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Sapphire Kawashima , Moe Toyota
33601,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Asuka Tanaka , Minako Kotobuki
33602,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Haruka Ogasawara , Saori Hayami
33603,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Kaori Nakaseko , Minori Chihara
33604,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso, Natsuki Nakagawa , Konomi Fujimura
33613,Afro Samurai Resurrection,Afro Samurai , Samuel L. Jackson
33614,Afro Samurai Resurrection, Lady Sio , Lucy Liu
33615,Afro Samurai Resurrection, Ninja Ninja , Samuel L. Jackson
33616,Afro Samurai Resurrection, Dharman , S. Scott Bullock
33617,Afro Samurai Resurrection, Jinno , Yuri Lowenthal
33618,Afro Samurai Resurrection, Rokutaro , Greg Eagles
33619,Afro Samurai Resurrection, Bin , Mark Hamill
33620,Afro Samurai Resurrection, Brother One , Phil Lamarr
33629,My-Otome Zwei,Arika Yumemiya , Mika Kikuchi
33630,My-Otome Zwei, Mashiro Blan De Windbloom , Yukana
33631,My-Otome Zwei, Haruka Armitage , Ryouka Yuzuki
33632,My-Otome Zwei, Miyu Greer , Kiyomi Asai
33633,My-Otome Zwei, Nina Wang , Ami Koshimizu
33634,My-Otome Zwei, Shiho Huit , Sakura Nogawa
33635,My-Otome Zwei, Akane Soir , Junko Iwao
33636,My-Otome Zwei, Akira Okuzaki , Sanae Kobayashi
33642,Otona Joshi no Anime Time: Kawamo o Suberu Kaze,Noriko , Misato Tanaka
33643,Otona Joshi no Anime Time: Kawamo o Suberu Kaze, Hisao , Kenji Hamada
